Wavelength              Voltage

4853.039062		0.000045
4853.039062		0.000040
4853.039062		0.000043
4853.078125		0.000045
4853.078125		0.000043
4853.078125		0.000043
4853.117187		0.000045
4853.117187		0.000045
4853.117187		0.000045
4853.156250		0.000050
4853.156250		0.000050
4853.156250		0.000050
4853.195312		0.000043
4853.195312		0.000040
4853.195312		0.000040
4853.234375		0.000038
4853.234375		0.000038
4853.234375		0.000033
4853.273437		0.000030
4853.273437		0.000030
4853.273437		0.000033
4853.273437		0.000038
4853.273437		0.000038
4853.312500		0.000030
4853.312500		0.000033
4853.312500		0.000028
4853.351562		0.000028
4853.351562		0.000025
4853.351562		0.000030
4853.390625		0.000033
4853.390625		0.000030
4853.429687		0.000030
4853.429687		0.000030
4853.429687		0.000028
4853.468750		0.000030
4853.468750		0.000038
4853.507812		0.000038
4853.507812		0.000040
4853.507812		0.000038
4853.546875		0.000038
4853.546875		0.000043
4853.546875		0.000040
4853.585937		0.000040
4853.585937		0.000040
4853.585937		0.000038
4853.625000		0.000038
4853.625000		0.000038
4853.625000		0.000038
4853.664062		0.000043
4853.664062		0.000040
4853.664062		0.000040
4853.703125		0.000038
4853.703125		0.000043
4853.703125		0.000040
4853.703125		0.000038
4853.742187		0.000033
4853.742187		0.000033
4853.742187		0.000030
4853.781250		0.000028
4853.781250		0.000028
4853.781250		0.000028
4853.820312		0.000030
4853.820312		0.000030
4853.859375		0.000030
4853.859375		0.000030
4853.859375		0.000033
4853.898437		0.000033
4853.898437		0.000038
4853.898437		0.000038
4853.937500		0.000033
4853.937500		0.000033
4853.937500		0.000030
4853.976562		0.000038
4853.976562		0.000038
4853.976562		0.000030
4853.976562		0.000030
4854.015625		0.000033
4854.015625		0.000030
4854.015625		0.000030
4854.054687		0.000040
4854.054687		0.000040
4854.054687		0.000040
4854.093750		0.000038
4854.093750		0.000043
4854.093750		0.000040
4854.132812		0.000038
4854.132812		0.000045
4854.132812		0.000045
4854.132812		0.000040
4854.171875		0.000038
4854.171875		0.000040
4854.210937		0.000040
4854.210937		0.000040
4854.210937		0.000040
4854.250000		0.000043
4854.250000		0.000038
4854.250000		0.000033
4854.289062		0.000033
4854.289062		0.000038
4854.289062		0.000033
4854.328125		0.000038
4854.328125		0.000040
4854.328125		0.000040
4854.328125		0.000033
4854.367187		0.000030
4854.367187		0.000033
4854.406250		0.000038
4854.406250		0.000038
4854.406250		0.000040
4854.445312		0.000038
4854.445312		0.000033
4854.445312		0.000030
4854.445312		0.000038
4854.484375		0.000033
4854.484375		0.000033
4854.484375		0.000040
4854.523437		0.000043
4854.523437		0.000040
4854.523437		0.000033
4854.562500		0.000033
4854.562500		0.000038
4854.562500		0.000038
4854.601562		0.000038
4854.601562		0.000038
4854.601562		0.000040
4854.640625		0.000040
4854.640625		0.000040
4854.640625		0.000038
4854.679687		0.000038
4854.679687		0.000030
4854.718750		0.000030
4854.718750		0.000038
4854.718750		0.000040
4854.757812		0.000040
4854.757812		0.000038
4854.757812		0.000038
4854.796875		0.000033
4854.796875		0.000038
4854.796875		0.000045
4854.835937		0.000043
4854.835937		0.000038
4854.835937		0.000033
4854.875000		0.000038
4854.875000		0.000033
4854.875000		0.000033
4854.875000		0.000025
4854.914062		0.000025
4854.914062		0.000030
4854.914062		0.000038
4854.953125		0.000040
4854.953125		0.000043
4854.953125		0.000043
4854.992187		0.000043
4854.992187		0.000043
4854.992187		0.000040
4855.031250		0.000040
4855.031250		0.000038
4855.031250		0.000040
4855.070312		0.000043
4855.070312		0.000038
4855.070312		0.000040
4855.109375		0.000043
4855.109375		0.000045
4855.109375		0.000040
4855.148437		0.000043
4855.148437		0.000043
4855.148437		0.000043
4855.148437		0.000043
4855.187500		0.000043
4855.187500		0.000038
4855.226562		0.000038
4855.226562		0.000033
4855.226562		0.000038
4855.226562		0.000033
4855.265625		0.000038
4855.265625		0.000040
4855.304687		0.000033
4855.304687		0.000033
4855.304687		0.000038
4855.304687		0.000040
4855.343750		0.000038
4855.343750		0.000038
4855.343750		0.000038
4855.382812		0.000038
4855.382812		0.000033
4855.382812		0.000033
4855.421875		0.000030
4855.421875		0.000038
4855.421875		0.000038
4855.460937		0.000030
4855.460937		0.000030
4855.460937		0.000030
4855.500000		0.000030
4855.500000		0.000033
4855.500000		0.000038
4855.539062		0.000033
4855.539062		0.000033
4855.539062		0.000038
4855.578125		0.000038
4855.578125		0.000038
4855.578125		0.000033
4855.617187		0.000038
4855.617187		0.000038
4855.617187		0.000038
4855.656250		0.000038
4855.656250		0.000033
4855.656250		0.000033
4855.695312		0.000033
4855.695312		0.000030
4855.695312		0.000028
4855.734375		0.000033
4855.734375		0.000038
4855.734375		0.000033
4855.734375		0.000033
4855.773437		0.000033
4855.773437		0.000040
4855.773437		0.000038
4855.812500		0.000038
4855.812500		0.000030
4855.812500		0.000030
4855.851562		0.000030
4855.851562		0.000033
4855.851562		0.000033
4855.890625		0.000028
4855.890625		0.000033
4855.890625		0.000038
4855.929687		0.000038
4855.929687		0.000038
4855.929687		0.000040
4855.929687		0.000040
4855.968750		0.000038
4855.968750		0.000043
4855.968750		0.000043
4856.007812		0.000040
4856.007812		0.000040
4856.007812		0.000040
4856.046875		0.000040
4856.046875		0.000038
4856.046875		0.000038
4856.085937		0.000040
4856.085937		0.000043
4856.085937		0.000045
4856.125000		0.000043
